"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:13 GMT 2022","8689","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"skipped","Sat Jul 09 13:00:05 GMT 2022","Sat Jul 09 13:00:05 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
