"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[AfterSuite]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Thu Jul 07 10:18:09 GMT 2022","Thu Jul 07 10:18:09 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
